id,rim_width_mm,rim_shoulder_mm,parting_line_mm,dome_mm,plate_thick_mm,nose_radius_mm,alpha_deg,Cl,Cd,Cm,n_iter
geom_037,12.87,18.19,9.03,4.37,2.02,2.7,2.0,0.17104,0.07695,-0.01286,1000
geom_037,12.87,18.19,9.03,4.37,2.02,2.7,5.0,0.3281,0.1011,5e-05,1000
geom_037,12.87,18.19,9.03,4.37,2.02,2.7,8.0,0.50207,0.14911,0.00785,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,-1.0,0.00717,0.05876,-0.01216,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,-4.0,-0.09544,0.06523,-0.02018,213
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,11.0,0.67263,0.22054,0.02609,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,14.0,0.81145,0.28784,0.0428,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,2.0,0.17494,0.07948,-0.01061,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,5.0,0.33277,0.10482,0.00383,1000
geom_038,12.49,17.79,12.25,3.17,2.33,2.1,8.0,0.52154,0.16058,0.01067,1000
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,-1.0,0.00937,0.04927,-0.01427,224
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,-4.0,-0.08176,0.05963,-0.02643,286
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,11.0,0.62703,0.18689,0.03125,1000
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,14.0,0.77132,0.24725,0.05243,1000
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,2.0,0.14044,0.05485,-0.0034,379
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,5.0,0.30792,0.08026,0.00509,1000
geom_039,19.76,18.92,9.53,4.6,2.65,1.8,8.0,0.46488,0.12344,0.01809,1000
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,-1.0,0.02163,0.04906,-0.01403,235
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,-4.0,-0.0634,0.05907,-0.02666,408
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,11.0,0.61635,0.18224,0.04011,1000
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,14.0,0.75995,0.25078,0.05911,1000
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,2.0,0.1442,0.05681,-0.00207,225
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,5.0,0.30218,0.08275,0.01048,350
geom_040,19.33,18.15,10.72,5.93,1.92,1.83,8.0,0.46275,0.12611,0.02342,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,-1.0,0.05713,0.05044,-0.02993,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,-4.0,-0.07319,0.05129,-0.03491,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,11.0,0.64002,0.16837,0.04105,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,14.0,0.76949,0.22725,0.06495,158
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,2.0,0.21755,0.06204,-0.01921,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,5.0,0.36629,0.08911,-0.00436,1000
geom_041,18.08,13.36,6.88,2.86,1.81,3.28,8.0,0.50498,0.12333,0.01665,1000
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,-1.0,-0.00345,0.05261,-0.00749,234
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,-4.0,-0.10172,0.06124,-0.02036,258
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,11.0,0.58204,0.19243,0.04749,1000
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,14.0,0.70561,0.25691,0.06077,1000
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,2.0,0.11795,0.05894,0.00619,1000
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,5.0,0.28239,0.08725,0.02039,1000
geom_042,20.33,18.87,13.35,1.02,1.65,3.38,8.0,0.44228,0.13434,0.03238,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,-1.0,0.02499,0.04793,-0.015,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,-4.0,-0.06423,0.0559,-0.02882,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,11.0,0.58783,0.18196,0.04934,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,14.0,0.71909,0.24568,0.06763,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,2.0,0.13808,0.05363,0.00091,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,5.0,0.30756,0.0825,0.01192,1000
geom_043,22.81,17.03,11.23,3.75,1.75,1.74,8.0,0.45298,0.12662,0.03029,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,-1.0,0.01555,0.05251,-0.0101,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,-4.0,-0.06808,0.06274,-0.02363,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,11.0,0.54025,0.16309,0.05569,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,14.0,0.67023,0.227,0.07131,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,2.0,0.12448,0.0574,0.0044,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,5.0,0.28745,0.09041,0.01804,1000
geom_044,20.27,19.88,13.74,5.79,2.17,1.7,8.0,0.4129,0.11458,0.03718,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,-1.0,0.03276,0.0583,-0.01922,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,-4.0,-0.07359,0.06034,-0.02569,199
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,11.0,0.67734,0.21692,0.02759,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,14.0,0.80458,0.28163,0.04415,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,2.0,0.18968,0.07411,-0.01346,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,5.0,0.36139,0.10696,-0.00243,1000
geom_045,11.85,16.3,11.45,1.76,2.54,3.29,8.0,0.5321,0.15896,0.0108,1000
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,-1.0,0.00843,0.05111,-0.00908,236
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,-4.0,-0.08233,0.05984,-0.02263,288
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,11.0,0.56817,0.18038,0.05086,1000
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,14.0,0.69971,0.24556,0.06572,1000
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,2.0,0.12049,0.05638,0.00515,1000
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,5.0,0.27912,0.08559,0.02019,1000
geom_046,20.09,17.63,12.9,4.69,1.73,2.9,8.0,0.42283,0.12462,0.03495,1000
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,-1.0,0.03186,0.05757,-0.01811,298
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,-4.0,-0.06599,0.06119,-0.02468,237
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,11.0,0.7194,0.22575,0.01869,1000
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,14.0,0.85768,0.29108,0.04069,1000
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,2.0,0.19349,0.07782,-0.01741,1000
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,5.0,0.40321,0.12458,-0.01771,1000
geom_047,10.76,16.26,11.0,5.8,3.08,1.87,8.0,0.57135,0.17089,-0.00193,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,-1.0,0.01995,0.05183,-0.01464,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,-4.0,-0.07676,0.05741,-0.02545,205
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,11.0,0.61424,0.19648,0.04333,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,14.0,0.73376,0.25799,0.06141,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,2.0,0.14114,0.06106,-0.00074,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,5.0,0.30561,0.0891,0.01327,1000
geom_048,20.92,18.14,11.88,0.9,2.41,3.14,8.0,0.49331,0.14553,0.02154,1000
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,-1.0,0.01081,0.05369,-0.01398,258
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,-4.0,-0.08003,0.06179,-0.02398,205
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,11.0,0.65969,0.19845,0.03085,1000
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,14.0,0.79806,0.26318,0.0505,1000
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,2.0,0.1559,0.06731,-0.00852,1000
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,5.0,0.32259,0.09371,0.00425,1000
geom_049,14.45,18.11,10.26,2.9,3.34,2.15,8.0,0.49106,0.13891,0.01617,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,-1.0,0.01033,0.0484,-0.01555,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,-4.0,-0.09895,0.05309,-0.02675,520
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,11.0,0.57187,0.17504,0.05419,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,14.0,0.68377,0.23171,0.0693,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,2.0,0.14442,0.05658,0.00121,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,5.0,0.33135,0.09283,0.00895,1000
geom_050,22.94,14.77,10.39,1.26,1.67,3.1,8.0,0.45317,0.12954,0.03241,1000
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,-1.0,-0.00318,0.05746,-0.0041,294
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,-4.0,-0.09359,0.06677,-0.01645,274
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,11.0,0.6364,0.2272,0.03228,1000
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,14.0,0.76813,0.29695,0.04468,1000
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,2.0,0.11648,0.06546,0.00791,1000
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,5.0,0.28842,0.10705,0.01367,1000
geom_051,14.75,18.86,14.66,2.37,1.66,1.8,8.0,0.48744,0.16784,0.01859,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,-1.0,-0.0289,0.05817,-0.00551,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,-4.0,-0.12595,0.06903,-0.0156,206
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,11.0,0.65068,0.20786,0.02616,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,14.0,0.80145,0.27452,0.04467,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,2.0,0.11988,0.07152,-0.00107,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,5.0,0.29516,0.09826,0.00517,1000
geom_052,13.56,19.97,9.77,1.31,1.72,2.86,8.0,0.46947,0.14031,0.01624,1000
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,-1.0,0.01967,0.04769,-0.01732,423
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,-4.0,-0.08353,0.05358,-0.02884,425
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,11.0,0.60074,0.1712,0.05116,1000
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,14.0,0.72368,0.22814,0.07167,1000
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,2.0,0.15916,0.05658,-0.00401,1000
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,5.0,0.34035,0.08833,0.00521,1000
geom_053,21.33,14.27,9.72,3.83,1.96,2.21,8.0,0.47675,0.12634,0.02734,1000
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,-1.0,-0.01391,0.05444,-0.01148,1000
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,-4.0,-0.11819,0.0643,-0.01991,199
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,11.0,0.65791,0.19871,0.02724,1000
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,14.0,0.79352,0.25989,0.04703,227
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,2.0,0.13915,0.06258,-0.00525,1000
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,5.0,0.34332,0.10286,-0.00354,1000
geom_054,13.18,17.65,8.85,1.61,3.03,1.98,8.0,0.51328,0.1484,0.00778,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,-1.0,0.01848,0.04937,-0.01439,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,-4.0,-0.07475,0.0565,-0.0277,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,11.0,0.58338,0.1809,0.05169,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,14.0,0.70627,0.24159,0.06948,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,2.0,0.13384,0.05525,0.00144,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,5.0,0.28961,0.08223,0.01723,1000
geom_055,22.66,16.84,11.5,3.29,2.17,2.03,8.0,0.44225,0.12256,0.03405,1000
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,-1.0,-0.00017,0.05767,-0.01016,275
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,-4.0,-0.0983,0.06574,-0.01831,197
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,11.0,0.70196,0.22935,0.0156,1000
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,14.0,0.85198,0.30042,0.03416,1000
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,2.0,0.15025,0.07011,-0.00544,1000
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,5.0,0.3109,0.0969,0.00347,1000
geom_056,10.56,18.57,11.04,4.83,1.85,2.96,8.0,0.52574,0.16312,0.00247,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,-1.0,0.02365,0.04861,-0.01589,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,-4.0,-0.07123,0.05529,-0.02806,216
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,11.0,0.61507,0.19016,0.04389,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,14.0,0.73656,0.25064,0.06322,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,2.0,0.15277,0.05837,-0.00267,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,5.0,0.34968,0.1002,0.00105,1000
geom_057,20.81,16.98,10.86,2.74,2.62,2.71,8.0,0.48746,0.14003,0.02179,1000
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,-1.0,0.0374,0.05729,-0.01713,207
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,-4.0,-0.07552,0.06163,-0.02549,214
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,11.0,0.67139,0.20937,0.03038,1000
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,14.0,0.81245,0.2788,0.04472,1000
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,2.0,0.1825,0.07,-0.00802,237
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,5.0,0.34709,0.10233,0.00145,1000
geom_058,10.67,16.2,12.36,4.35,3.02,2.95,8.0,0.5122,0.15012,0.01401,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,-1.0,0.02892,0.04984,-0.02084,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,-4.0,-0.08076,0.05433,-0.03102,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,11.0,0.60066,0.17801,0.04559,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,14.0,0.71897,0.23684,0.06214,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,2.0,0.18246,0.06097,-0.00927,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,5.0,0.34312,0.09235,0.00399,1000
geom_059,18.14,14.23,9.87,1.01,2.12,1.69,8.0,0.47486,0.1297,0.02469,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,-1.0,0.03275,0.04907,-0.01687,507
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,-4.0,-0.04596,0.0583,-0.02981,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,11.0,0.6167,0.1771,0.0383,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,14.0,0.77408,0.25084,0.0558,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,2.0,0.14076,0.05386,-0.00361,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,5.0,0.31954,0.08233,0.00338,1000
geom_060,19.92,18.69,10.42,5.9,3.31,2.0,8.0,0.47099,0.1241,0.01939,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,-1.0,0.09523,0.0674,-0.03875,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,-4.0,-0.05396,0.06245,-0.041,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,11.0,0.69296,0.20038,0.02863,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,14.0,0.82591,0.26214,0.04939,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,2.0,0.24363,0.0811,-0.02644,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,5.0,0.4099,0.1129,-0.01403,1000
geom_061,10.68,13.12,9.37,4.23,1.97,3.36,8.0,0.55619,0.15201,0.00574,150
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,-1.0,0.01711,0.0503,-0.01165,259
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,-4.0,-0.06839,0.05874,-0.02534,269
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,11.0,0.59187,0.18995,0.04504,1000
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,14.0,0.71823,0.24939,0.06404,1000
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,2.0,0.12656,0.0564,0.00257,1000
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,5.0,0.28373,0.08538,0.01803,1000
geom_062,21.01,18.0,12.63,5.45,2.33,3.02,8.0,0.45335,0.13418,0.02702,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,-1.0,0.01772,0.05008,-0.01688,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,-4.0,-0.08786,0.05588,-0.02848,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,11.0,0.58087,0.18059,0.05108,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,14.0,0.69206,0.23847,0.06606,255
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,2.0,0.1491,0.05795,-0.00086,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,5.0,0.3184,0.0888,0.01177,1000
geom_063,22.52,16.25,11.17,0.69,2.93,2.49,8.0,0.46076,0.13245,0.03086,1000
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,-1.0,0.02869,0.05217,-0.0158,354
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,-4.0,-0.0628,0.05768,-0.02548,231
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,11.0,0.65145,0.19806,0.03447,1000
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,14.0,0.78789,0.26171,0.05406,1000
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,2.0,0.17399,0.06609,-0.00918,1000
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,5.0,0.33632,0.0941,0.00367,1000
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,8.0,0.50019,0.14038,0.01725,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,-1.0,0.08927,0.06468,-0.03834,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,-4.0,-0.05996,0.05691,-0.03513,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,11.0,0.69652,0.20188,0.02978,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,14.0,0.82556,0.26426,0.05155,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,2.0,0.25309,0.08164,-0.02908,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,5.0,0.4175,0.11203,-0.01475,1000
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,8.0,0.56095,0.15199,0.00653,196
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,-1.0,0.00449,0.05852,-0.01211,1000
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,-4.0,-0.10559,0.06241,-0.02092,270
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,11.0,0.61075,0.19617,0.03995,233
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,14.0,0.73452,0.25889,0.05307,187
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,2.0,0.1591,0.07166,-0.00348,285
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,5.0,0.31751,0.09891,0.012,1000
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,8.0,0.4654,0.13992,0.02685,1000
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,-1.0,0.03311,0.05188,-0.02139,1000
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,-4.0,-0.07568,0.05486,-0.02874,289
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,11.0,0.63111,0.18378,0.04129,187
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,14.0,0.7587,0.24631,0.06057,154
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,2.0,0.18769,0.06286,-0.01151,1000
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,5.0,0.36541,0.09631,-0.00346,1000
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,8.0,0.50265,0.13359,0.01862,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,-1.0,0.02624,0.05345,-0.01378,305
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,-4.0,-0.05986,0.06058,-0.02345,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,11.0,0.69667,0.21924,0.02365,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,14.0,0.8278,0.28346,0.04482,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,2.0,0.15863,0.06524,-0.00591,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,5.0,0.33908,0.09654,0.00038,1000
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,8.0,0.54051,0.15781,0.00659,1000
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,-1.0,0.02446,0.04938,-0.01657,326
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,-4.0,-0.07676,0.05473,-0.02662,226
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,11.0,0.62902,0.1911,0.03948,1000
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,14.0,0.75569,0.25059,0.06103,1000
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,2.0,0.17202,0.06354,-0.00759,1000
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,5.0,0.36223,0.10211,-0.00349,1000
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,8.0,0.50019,0.14221,0.01695,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,-1.0,-0.00504,0.05267,-0.01505,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,-4.0,-0.11747,0.05982,-0.02281,217
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,11.0,0.64074,0.18172,0.03785,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,14.0,0.77963,0.24418,0.05829,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,2.0,0.18065,0.06905,-0.01242,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,5.0,0.34087,0.09589,0.00052,1000
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,8.0,0.4972,0.13535,0.01604,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,-1.0,0.02268,0.04903,-0.01772,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,-4.0,-0.08203,0.05419,-0.02781,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,11.0,0.61283,0.18029,0.04455,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,14.0,0.7347,0.23881,0.06297,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,2.0,0.17118,0.05979,-0.0059,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,5.0,0.35564,0.09649,0.00032,1000
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,8.0,0.48678,0.13354,0.02193,1000
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,-1.0,-0.00141,0.04871,-0.01378,287
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,-4.0,-0.10083,0.05783,-0.02433,219
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,11.0,0.61977,0.17399,0.03787,1000
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,14.0,0.77658,0.24113,0.05843,1000
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,2.0,0.15118,0.05907,-0.00643,1000
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,5.0,0.32084,0.08826,0.00451,1000
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,8.0,0.47363,0.12792,0.01891,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,-1.0,-0.00664,0.05132,-0.00982,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,-4.0,-0.11524,0.05769,-0.02262,275
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,11.0,0.55972,0.18069,0.05489,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,14.0,0.67271,0.2389,0.068,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,2.0,0.1295,0.06262,0.00398,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,5.0,0.29355,0.09241,0.01916,1000
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,8.0,0.43277,0.13166,0.03796,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,-1.0,0.04263,0.062,-0.02238,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,-4.0,-0.0717,0.06166,-0.02729,225
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,11.0,0.68362,0.2151,0.02409,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,14.0,0.81553,0.27766,0.04355,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,2.0,0.21518,0.08311,-0.02209,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,5.0,0.39159,0.11777,-0.01303,1000
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,8.0,0.54778,0.16394,0.00341,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,-1.0,0.04277,0.04832,-0.02108,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,-4.0,-0.05207,0.05361,-0.03078,219
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,11.0,0.66182,0.19061,0.03054,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,14.0,0.79272,0.25094,0.05197,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,2.0,0.18745,0.05971,-0.0114,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,5.0,0.36483,0.09648,-0.00433,1000
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,8.0,0.51677,0.13675,0.01125,1000
