id,rim_width_mm,rim_shoulder_mm,parting_line_mm,dome_mm,plate_thick_mm,nose_radius_mm,CL0,CLa,CD0,CDa,alpha0,CM0,CMa
geom_064,14.49,16.31,10.98,5.7,2.4,2.4,0.09964059523809539,2.8128066975982575,0.053053994695792264,2.61035212863235,-0.04053156573126284,-0.013334166666666664,0.2493662384784258
geom_065,12.46,13.62,8.74,2.34,1.68,2.78,0.1488161904761905,2.850410463366784,0.056783125820856324,1.9837529800785227,-0.07894554693812036,-0.029913452380952367,0.2945889787369656
geom_066,14.46,15.39,13.08,0.43,3.01,3.36,0.07188583333333334,2.755074378812695,0.058733816689975286,2.5017068708581522,-0.039925179150234934,-0.00759261904761904,0.24311144921491418
geom_067,17.16,15.33,9.7,1.98,2.51,3.2,0.10434976190476188,2.737987958850759,0.05156531794135413,2.3069096580783555,-0.0470995131463727,-0.01729214285714285,0.28881165430272976
geom_068,13.53,17.32,11.57,4.24,2.69,1.68,0.10024095238095236,2.9914672157870883,0.053989513212980414,2.8871760767980224,-0.04181883857477836,-0.012776785714285716,0.1992869988135388
geom_069,18.35,15.41,10.39,5.6,2.38,3.49,0.09796428571428577,2.751998141126933,0.04986968214456832,2.1751197470692865,-0.06163948493515474,-0.014757976190476179,0.27255738732895896
geom_070,15.63,16.5,8.47,0.99,2.04,3.16,0.0750227380952381,2.932595802337395,0.05547885700270471,2.2720841198150006,-0.044445788072631665,-0.013556666666666651,0.25753088705903987
geom_071,17.94,13.81,9.97,3.49,1.62,1.78,0.09393940476190482,2.691598840223558,0.049728586838206856,2.167043001287511,-0.0528209970105373,-0.014088928571428563,0.28969155377382355
geom_072,19.24,17.37,8.82,3.44,2.16,3.07,0.07014190476190481,2.862769981518893,0.051335157801791306,2.521985582041427,-0.030289707000833856,-0.01169571428571428,0.2570943477865593
geom_073,22.02,14.71,11.91,1.4,2.09,2.8,0.05472904761904767,2.591842795535603,0.052866400792266816,2.3034792122893197,-0.041751919884905,-0.0042583333333333214,0.2968876308436214
geom_074,10.51,15.17,12.73,5.24,2.6,3.06,0.12040726190476196,2.9168121792667665,0.057869610229463436,2.103297502321674,-0.08056198694531364,-0.021662857142857136,0.2257453712815443
geom_075,16.45,14.37,9.05,5.81,1.63,1.94,0.11503011904761908,2.797800660106736,0.048925634995476835,2.3772120850713305,-0.04954302549918601,-0.018531666666666655,0.2551981303217215
geom_076,21.93,14.41,10.86,2.2,3.13,2.41,0.06487904761904767,2.559839010121867,0.050509731911884494,2.2716933095352387,-0.03641404374678467,-0.008163571428571421,0.32621761321341364
geom_077,15.02,16.12,9.66,5.79,2.81,1.82,0.10789488095238092,2.881152377446007,0.05104077578736248,2.6032306968677763,-0.04463588583594979,-0.01722511904761904,0.22778482819516468
geom_078,14.09,13.8,8.09,3.6,2.18,3.22,0.1396539523809524,2.816723273383546,0.048749216546900405,2.1581412115817944,-0.06493959274392273,-0.02649557142857143,0.27817919464737373
geom_079,11.72,17.94,10.3,4.64,3.13,3.02,0.10946583333333335,3.059806074708703,0.05832912136056484,2.566233990383513,-0.05990698389755992,-0.018835119047619038,0.1842400357652221
geom_080,16.72,16.37,9.86,5.65,2.1,1.61,0.09863309523809526,2.8696318332081967,0.05087057361936014,2.8649433142159344,-0.028188031653475356,-0.014697976190476181,0.24538281761703998
geom_081,14.62,16.48,7.58,2.49,1.81,2.65,0.08195714285714288,3.0216975604063703,0.05343426176277638,2.2300068796938217,-0.05500752385282234,-0.015804642857142844,0.22044551167658416
geom_082,16.22,16.75,13.69,5.26,3.23,2.97,0.05651654761904773,2.7843361519211616,0.05677030011179952,2.7793992863121884,-0.03286790893375214,-0.002856547619047616,0.24489171093549927
geom_083,19.25,14.89,7.4,1.44,2.98,3.27,0.1025960714285715,2.733970433358709,0.04976498737135605,2.2366506544497953,-0.03902424464038292,-0.02068249999999999,0.31666149570176727
geom_084,16.34,19.54,12.45,3.1,2.91,2.61,0.06497738095238098,2.8539982705124847,0.05410708690305728,3.0932199409621206,-0.023340232174836818,-0.006801547619047614,0.21824917346191602
geom_085,20.0,15.21,10.4,0.84,2.82,2.35,0.08420976190476201,2.6658771277778643,0.05053787532371934,2.256408285260053,-0.0450509775371172,-0.0125570238095238,0.3082171891497202
geom_086,21.07,15.97,11.43,1.65,3.17,3.48,0.0817214285714286,2.567914986662758,0.05089443728957129,2.307387315086953,-0.04498615133466751,-0.010515952380952365,0.29555072932164933
geom_087,22.45,18.0,9.35,3.77,2.46,2.45,0.0797845238095238,2.749474398457905,0.04873665308405239,2.5880325193214238,-0.02706431702505313,-0.012943333333333322,0.27883946029700046
geom_088,11.02,19.67,9.3,4.49,1.73,1.93,0.060631428571428655,3.1119793386962695,0.05741710085275759,3.5680544308745312,-0.01699289977405415,-0.0065365476190476154,0.13177347195395678
geom_089,10.86,19.49,14.13,5.32,2.72,3.35,0.11079916666666671,2.9869040162044382,0.05746415237403964,2.4229368878036377,-0.086205777361265,-0.014413571428571421,0.16276093937394875
geom_090,18.24,14.72,7.72,1.41,2.7,2.06,0.11211845238095236,2.7249395271592673,0.04981543974407947,2.2411666843492872,-0.0439832304814079,-0.021366071428571408,0.30761694765005926
geom_091,18.32,14.79,9.2,4.25,1.91,2.3,0.10345142857142858,2.7712331528206113,0.04943335641615351,2.2596216142269947,-0.04937866053034119,-0.01666035714285714,0.2859264025486782
